company_name,company_number,company_status,company_type,company_subtype,kind,links,date_of_creation,registered_office_address,sic_codes
BLOOM SHEFFIELD CIC,12436048,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12436048'},2020-01-31,"{'address_line_1': '661 Chesterfield Road', 'locality': 'Sheffield', 'postal_code': 'S8 0RY', 'country': 'England'}","['01190', '86900', '96040']"
THE NETWORK FOUNDATION C.I.C.,09196905,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09196905'},2014-08-31,"{'address_line_1': '51 Harborough Avenue', 'locality': 'Sheffield', 'postal_code': 'S2 1QP', 'country': 'England'}",['82990']
COUNTER CRIME COMMAND CIC,15859705,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15859705'},2024-07-26,"{'address_line_1': '65 Sheffield Road', 'address_line_2': 'South Anston', 'locality': 'Sheffield', 'postal_code': 'S25 5DU', 'country': 'England'}",['84230']
ASPIRE INDEPENDENT SUPPORT COMMUNITY INTEREST COMPANY,10871196,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10871196'},2017-07-18,"{'address_line_1': 'Butterthwaite House', 'address_line_2': 'Jumble Lane', 'locality': 'Sheffield', 'postal_code': 'S35 9XJ', 'region': 'South Yorkshire'}",['86900']
VETERANS TRI SERVICES C.I.C.,12291707,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12291707'},2019-10-31,"{'address_line_1': 'Jephroyd Hill Farm Roper House Lane', 'address_line_2': 'Thurgoland', 'locality': 'Sheffield', 'postal_code': 'S35 7BL', 'country': 'United Kingdom'}","['56210', '85200', '85520', '85590']"
DANWA HOUSING SERVICES C.I.C.,15529490,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15529490'},2024-02-28,"{'address_line_1': '416 Handsworth Road', 'address_line_2': 'Handsworth', 'locality': 'Sheffield', 'postal_code': 'S13 9BZ', 'country': 'England'}","['87200', '88100']"
POTTERS FRIENDS FOUNDATION CIC,09354533,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09354533'},2014-12-15,"{'address_line_1': '2 Westbrook Court', 'address_line_2': 'Sharrow Vale Road', 'locality': 'Sheffield', 'postal_code': 'S11 8YZ', 'region': 'South Yorkshire'}",['74990']
EYUP COMMUNITIES CIC,14477547,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14477547'},2022-11-11,"{'address_line_1': 'Electric Works', 'address_line_2': 'Sheffield Digital Campus', 'locality': 'Sheffield', 'postal_code': 'S1 2BJ', 'country': 'England'}",['85590']
THE FOUNDRY MOUNTAINEERING CLUB C.I.C.,11536742,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11536742'},2018-08-25,"{'address_line_1': 'B1 3-5 Tapton House Road', 'locality': 'Sheffield', 'postal_code': 'S10 5BY', 'region': 'South Yorkshire', 'country': 'United Kingdom'}","['93110', '93120', '93199']"
ROOTS & BLOOM CIC,12263990,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12263990'},2019-10-15,"{'address_line_1': '253 Derby Street', 'locality': 'Sheffield', 'postal_code': 'S2 3NG', 'country': 'United Kingdom'}","['01190', '01290', '46220', '96040']"
LIVE CORE EVENTS CIC,08561468,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/08561468'},2013-06-07,"{'address_line_1': '15 Paternoster Row', 'locality': 'Sheffield', 'postal_code': 'S1 2BX', 'region': 'South Yorkshire'}",['90020']
PATTERN AND PUSH COMMUNITY INTEREST COMPANY,13476065,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13476065'},2021-06-24,"{'address_line_1': '757 Ecclesall Road', 'locality': 'Sheffield', 'postal_code': 'S11 8TH', 'country': 'England'}",['90020']
NOT JUST PINK CUSTARD CIC,15791927,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15791927'},2024-06-21,"{'address_line_1': '270 Burncross Road', 'address_line_2': 'Chapeltown', 'locality': 'Sheffield', 'postal_code': 'S35 1SH', 'country': 'United Kingdom'}","['56102', '85600']"
ELECTRONIC SHEFF COLLECTIVE CIC,15808535,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15808535'},2024-06-28,"{'address_line_1': '2 Henley Avenue', 'locality': 'Sheffield', 'postal_code': 'S8 8JH', 'region': 'South Yorkshire', 'country': 'United Kingdom'}",['90030']
CHANGING HANDS C.I.C.,12726217,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12726217'},2020-07-07,"{'address_line_1': '14 Cross Street', 'locality': 'Sheffield', 'postal_code': 'S13 7JR', 'country': 'England'}","['82990', '96090']"
MOUNTMOVE CIC,14913184,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14913184'},2023-06-05,"{'address_line_1': '431 Bellhouse Road', 'locality': 'Sheffield', 'postal_code': 'S5 0RB', 'country': 'England'}","['70210', '85590', '85600', '96090']"
180 DEGREES CONSULTING SHEFFIELD CIC,15874544,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15874544'},2024-08-03,"{'address_line_1': 'Apartment 401 Nickel Place 82 Upper Allen Street', 'locality': 'Sheffield', 'postal_code': 'S3 7NU', 'country': 'England'}",['70229']
SOUTH YORKSHIRE MIXED MARTIAL ARTS ACADEMY CIC,12633878,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12633878'},2020-05-30,"{'address_line_1': '329 Martin Street', 'locality': 'Sheffield', 'postal_code': 'S6 3DS', 'region': 'South Yorkshire'}",['93199']
THE 1843 FOUNDATION CIC,12914017,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12914017'},2020-09-29,"{'address_line_1': '239 Chapel Road', 'address_line_2': 'Chapeltown', 'locality': 'Sheffield', 'postal_code': 'S35 1QJ', 'country': 'England'}",['93199']
NICE ACRES CIC,14963543,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14963543'},2023-06-27,"{'address_line_1': '909 Abbeydale Road', 'locality': 'Sheffield', 'postal_code': 'S7 2BJ', 'country': 'England'}","['01190', '85520', '96040']"
SHEFFIELD READS C.I.C.,13406607,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13406607'},2021-05-18,"{'address_line_1': '46 Carter Knowle Road', 'locality': 'Sheffield', 'postal_code': 'S7 2DX', 'country': 'England'}","['47610', '88990']"
GARDEN PARTNERS STOCKSBRIDGE COMMUNITY INTEREST COMPANY,07648811,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/07648811'},2011-05-26,"{'address_line_1': '39 Hunshelf Park', 'address_line_2': 'Stocksbridge', 'locality': 'Sheffield', 'postal_code': 'S36 2BT', 'region': 'S Yorks'}",['85590']
UNI-RECYCLE CIC,15715171,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15715171'},2024-05-11,"{'address_line_1': '151 Gleadless Road', 'address_line_2': 'Heeley', 'locality': 'Sheffield', 'postal_code': 'S2 3AE', 'country': 'United Kingdom'}",['47799']
VISION313 CIC,14811079,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14811079'},2023-04-18,"{'address_line_1': 'Pmc', 'address_line_2': 'Woodbourn Road', 'locality': 'Sheffield', 'postal_code': 'S9 3LQ', 'country': 'England'}","['85510', '85520', '85590', '85600']"
BRIGHT IRIS CIC,14881857,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14881857'},2023-05-19,"{'address_line_1': 'Burton Street Foundation', 'address_line_2': 'Burton Street', 'locality': 'Sheffield', 'postal_code': 'S6 2HH', 'country': 'England'}","['70229', '86900', '96040']"
CARE OPINION CIC,10824578,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10824578'},2017-06-19,"{'address_line_1': 'New Mesters 53 Mowbray Street', 'locality': 'Sheffield', 'postal_code': 'S3 8EN', 'region': 'South Yorkshire'}",['86900']
RITETRAX RECORDS COMMUNITY INTEREST COMPANY,09796223,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09796223'},2015-09-26,"{'address_line_1': 'Plot 22 20-22 Exchange Street', 'locality': 'Sheffield', 'postal_code': 'S2 5TS', 'region': 'South Yorkshire', 'country': 'United Kingdom'}","['59200', '90020', '90030', '90040']"
TIDAL MARGATE CIC,11361911,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11361911'},2018-05-15,"{'address_line_1': 'The Old Workshop', 'address_line_2': '1 Ecclesall Road South', 'locality': 'Sheffield', 'postal_code': 'S11 9PA', 'country': 'England'}","['85520', '90030']"
SUDANESE COMMUNITY ASSOCIATION IN SHEFFIELD C.I.C.,13839026,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13839026'},2022-01-10,"{'address_line_1': '157a Spital Hill', 'locality': 'Sheffield', 'postal_code': 'S4 7LF', 'country': 'England'}",['94990']
ARTS TRANSFORM COMMUNITY INTEREST COMPANY,11688264,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11688264'},2018-11-20,"{'address_line_1': '23 Beacon Close', 'locality': 'Sheffield', 'postal_code': 'S9 1AA', 'region': 'South Yorkshire'}",['86900']
CONTIX CIC,15082720,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15082720'},2023-08-18,"{'address_line_1': '108 Shirecliffe Lane', 'locality': 'Sheffield', 'postal_code': 'S3 9AE', 'country': 'England'}",['68201']
CULTURE TALES EDUCATION & PROJECTS C.I.C.,15927095,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15927095'},2024-08-30,"{'address_line_1': '115 St. Matthews Close', 'address_line_2': 'Renishaw', 'locality': 'Sheffield', 'postal_code': 'S21 3WT', 'country': 'England'}","['60100', '85520', '85590']"
EAST PEAK COUNTRYSIDE ASSOCIATES COMMUNITY INTEREST COMPANY,07988802,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/07988802'},2012-03-13,"{'address_line_1': '9 Stanier Way Stanier Way', 'address_line_2': 'Renishaw', 'locality': 'Sheffield', 'postal_code': 'S21 3UU', 'country': 'England'}",['74901']
NIRVANAS ARTS COLLECTIVE C.I.C.,16005781,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16005781'},2024-10-08,"{'address_line_1': '138 Long Henry Pat Midgley Lane', 'locality': 'Sheffield', 'postal_code': 'S2 5DX', 'country': 'England'}","['47789', '88100', '90030', '90040']"
SEND FUTURES CIC,15192803,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15192803'},2023-10-06,"{'address_line_1': '30 Westfield Avenue', 'address_line_2': 'Thurlstone', 'locality': 'Sheffield', 'postal_code': 'S36 9RN', 'country': 'England'}",['82990']
LPC MUSIC PHOTOGRAPHY WORKS CIC,15166485,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15166485'},2023-09-26,"{'address_line_1': 'Unit 8 Valley Road', 'locality': 'Sheffield', 'postal_code': 'S8 9FT', 'country': 'England'}",['59200']
THE PROMISED LAND COMMUNITY CIC,12396033,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12396033'},2020-01-10,"{'address_line_1': '103 Overton Road', 'locality': 'Sheffield', 'postal_code': 'S6 1WH', 'region': 'Yorkshire'}",['88990']
QADR CIC,16013016,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16013016'},2024-10-11,"{'address_line_1': '55 Whiteways Road', 'locality': 'Sheffield', 'postal_code': 'S4 8EW', 'country': 'England'}","['85600', '86900', '96040']"
STUDIO13MEISNER CIC,11778826,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11778826'},2019-01-21,"{'address_line_1': '8 Redfern Avenue', 'locality': 'Sheffield', 'postal_code': 'S20 7LL', 'region': 'South Yorkshire'}",['90010']
GROWING FORWARD CIC,13168656,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13168656'},2021-01-29,"{'address_line_1': '58 Guant Close Gaunt Close', 'locality': 'Sheffield', 'postal_code': 'S14 1GD', 'region': 'South Yorkshire', 'country': 'England'}",['86900']
SOS FOR SUDAN CIC,15989348,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15989348'},2024-10-01,"{'address_line_1': '29 Buckenham Street', 'locality': 'Sheffield', 'postal_code': 'S4 7JQ', 'country': 'England'}",['70210']
REYT REPAIR C.I.C.,14313122,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14313122'},2022-08-23,"{'address_line_1': 'Abbeyfield Park House Abbeyfield Park House', 'address_line_2': 'Abbeyfield Road', 'locality': 'Sheffield', 'postal_code': 'S4 7AY', 'region': 'South Yorkshire', 'country': 'United Kingdom'}","['95220', '95240', '95290']"
CINNAMON DAYS CIC,14343512,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14343512'},2022-09-07,"{'address_line_1': 'The Poplars', 'address_line_2': 'Lane Head Road', 'locality': 'Sheffield', 'postal_code': 'S17 3BD', 'country': 'England'}",['86900']
SHEFFIELD HARDWARE HACKERS AND MAKERS CIC,09444723,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09444723'},2015-02-17,"{'address_line_1': 'Unit 2d-2 Randall Street', 'locality': 'Sheffield', 'postal_code': 'S2 4SJ', 'country': 'England'}","['93290', '94990']"
LORETTA HEALTH INITIATIVE CIC,16089059,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16089059'},2024-11-19,"{'address_line_1': '30 Langsett Avenue', 'locality': 'Sheffield', 'postal_code': 'S6 4AA', 'country': 'England'}","['84120', '86900']"
ESTELLE VICTORIA CIC,15281415,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15281415'},2023-11-13,"{'address_line_1': 'Meadow View Low Matlock Lane', 'address_line_2': 'Loxley', 'locality': 'Sheffield', 'postal_code': 'S6 6RN', 'country': 'England'}","['47799', '86900']"
THE THUNDER PROJECT CIC,13767672,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13767672'},2021-11-26,"{'address_line_1': '50 Larch Hill', 'locality': 'Sheffield', 'postal_code': 'S9 4AJ', 'country': 'England'}",['93120']
ELEVEN RECOVERY CIC,16104650,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16104650'},2024-11-27,"{'address_line_1': 'Omega Court', 'address_line_2': '370 Cemetery Road', 'locality': 'Sheffield', 'postal_code': 'S11 8FT', 'country': 'England'}",['87200']
